,domain,avg_align,l2,l1,n,r1,r2,website,Twitter
391,video.foxnews.com,0.838,0.001,0.002,0.0158,0.3087,0.6725,https://video.foxnews.com,['https://twitter.com/foxnews']
392,www.jihadwatch.org,0.839,0.0,0.0003,0.008,0.5119,0.4798,https://www.jihadwatch.org,[]
393,truthuncensored.net,0.8463,0.0,0.0,0.0085,0.5336,0.4579,https://truthuncensored.net,['https://twitter.com/truthuncensore']
394,threepercenternation.com,0.8465,0.0001,0.0,0.0013,0.5369,0.4618,https://threepercenternation.com,[]
395,prepperchimp.com,0.8496,0.0,0.0,0.0006,0.4394,0.56,https://prepperchimp.com,['down']
396,www.americasfreedomfighters.com,0.8523,0.0,0.0,0.0006,0.6225,0.3769,https://www.americasfreedomfighters.com,[]
397,www.teapartycrusaders.com,0.8525,0.0007,0.0005,0.0161,0.3096,0.6731,https://www.teapartycrusaders.com,[]
398,www.nraila.org,0.8529,0.0018,0.0,0.0014,0.6561,0.3406,https://www.nraila.org,"['http://twitter.com/nra', 'https://twitter.com/NRA', 'https://twitter.com/nra']"
399,www.nowtheendbegins.com,0.8533,0.0,0.0046,0.0002,0.4914,0.5038,https://www.nowtheendbegins.com,['https://twitter.com/nowtheendbegins']
400,www.numbersusa.com,0.8549,0.0,0.0,0.0008,0.7799,0.2193,https://www.numbersusa.com,[]
401,legalinsurrection.com,0.8557,0.0,0.0,0.0171,0.0935,0.8894,https://legalinsurrection.com,['https://twitter.com/LegInsurrection']
402,thefederalist.com,0.8559,0.0,0.1095,0.0157,0.1852,0.6897,https://thefederalist.com,['https://twitter.com/FDRLST']
403,www.100percentfedup.com,0.856,0.0,0.0,0.0006,0.4212,0.5783,https://www.100percentfedup.com,['https://twitter.com/100PercFEDUP']
404,theuspatriot.com,0.8568,0.0,0.0,0.0,0.6038,0.3962,https://theuspatriot.com,['down']
405,www.barenakedislam.com,0.8589,0.0,0.0,0.0106,0.4226,0.5667,https://www.barenakedislam.com,['https://twitter.com/barenakedislam']
406,adworldnews.com,0.8609,0.0,0.0019,0.0268,0.4473,0.524,https://adworldnews.com,['down']
407,qpolitical.com,0.861,0.0,0.0,0.0027,0.3813,0.616,https://qpolitical.com,['https://twitter.com/idksofcl']
408,woundedamericanwarrior.com,0.8614,0.0,0.0,0.001,0.5539,0.4451,https://woundedamericanwarrior.com,['down']
409,pamelageller.com,0.8632,0.0,0.0,0.0003,0.3702,0.6294,https://pamelageller.com,['down']
410,www.mrctv.org,0.8636,0.0,0.0001,0.0003,0.2275,0.7722,https://www.mrctv.org,"['https://twitter.com/mrctv', 'https://twitter.com/mrctv?ref_src=twsrc%5Etfw']"
411,personalliberty.com,0.8637,0.0,0.0002,0.0161,0.6313,0.3524,https://personalliberty.com,"['https://twitter.com/share?text=Thanks+to+the+efforts+of+the+Independent+Institute%2C+Judicial+Watch%2C+and%2C+especially%2C+AIER%2C+there+can&url=https%3A%2F%2Fpersonalliberty.com%2Fthe-final-push-to-restore-freedom%2F', 'https://twitter.com/share?text=Does+anyone+doubt+that+the+incoming+regime-elect+in+the+U.S.+will+cause+extreme+hardship+because+of+&url=https%3A%2F%2Fpersonalliberty.com%2Ffood-and-water-storage-now%2F', 'https://twitter.com/share?text=Not+even+a+global+pandemic+can+keep+us+from+another+battle+in+the+long%2C+bitter%2C+and+ever+more+discon&url=https%3A%2F%2Fpersonalliberty.com%2Fenjoying-fast-internet-during-the-lockdown-thank-trumps-fcc%2F', 'https://twitter.com/share?text=If+you%27ve+seen+your+doctor+in+the+past+year%2C+you+may+have+found+that+you+were+suddenly+diagnosed+wit&url=https%3A%2F%2Fpersonalliberty.com%2Fthe-depression-danger-in-your-blood-pressure-medication%2F', 'https://twitter.com/share?text=According+to+the+experts%2C+irritable+bowel+disease%2C+or+IBD%2C+is+a+disease+of+the+industrialized+world.&url=https%3A%2F%2Fpersonalliberty.com%2Fthe-fruit-that-provides-irritable-bowel-disease-protection%2F', 'https://twitter.com/share?text=Before+Commissioners+Bud+Selig+and+Rob+Manfred+transformed+baseball+into+a+game+of+launch+angles+and&url=https%3A%2F%2Fpersonalliberty.com%2Fa-baseball-redemption-story-for-our-troubled-times%2F', 'https://twitter.com/personalliberty', 'https://twitter.com/share?text=From+California+to+New+Jersey%2C+Americans+are+protesting+in+the+streets.+They+are+demanding+an+end+to&url=https%3A%2F%2Fpersonalliberty.com%2Fwhat-if-the-lockdown-was-all-a-big-mistake%2F', 'https://twitter.com/share?text=This+originally+appeared+at+Jon%26%238217%3Bs+NoMoreFakeNews.com+blog+on+April+20%2C+2020.+History+matters.+&url=https%3A%2F%2Fpersonalliberty.com%2Fsars-2003-fraud-and-the-credibility-of-the-world-health-organization%2F']"
412,universalfreepress.com,0.8641,0.0,0.0015,0.0005,0.4119,0.5861,https://universalfreepress.com,['down']
413,americannews.com,0.8651,0.0,0.0,0.0,0.4532,0.5468,https://americannews.com,[]
414,www.thefederalistpapers.org,0.8659,0.0,0.0067,0.0002,0.3221,0.671,https://www.thefederalistpapers.org,['https://twitter.com/thefederalist1']
415,cnsnews.com,0.8665,0.0,0.0009,0.01,0.3132,0.6759,https://cnsnews.com,['https://twitter.com/cnsnews']
416,www.conservativeoutfitters.com,0.8686,0.0,0.0,0.0,0.3583,0.6417,https://www.conservativeoutfitters.com,['down']
417,dailycaller.com,0.8697,0.0006,0.0058,0.0087,0.1828,0.8021,https://dailycaller.com,['https://twitter.com/DailyCaller']
418,shoebat.com,0.8703,0.0,0.0003,0.0018,0.4355,0.5624,https://shoebat.com,['https://twitter.com/walidshoebat']
419,www.charismanews.com,0.871,0.0003,0.0,0.0019,0.3694,0.6283,https://www.charismanews.com,['https://twitter.com/#!/charisma_news']
420,www.cruz.senate.gov,0.8733,0.0005,0.0,0.0006,0.027,0.9719,https://www.cruz.senate.gov,"['https://twitter.com/SenTedCruz?ref_src=twsrc%5Etfw', 'https://twitter.com/SenTedCruz']"
421,dcbeacon.com,0.8735,0.0,0.0,0.0012,0.264,0.7348,https://dcbeacon.com,"['https://twitter.com/Vse, Kar Ste Kdaj Želeli Vedeti. Novice, Zgodbe, Fotografije, Videoposnetki In Še Veliko Več., Marec 2023']"
422,freebeacon.com,0.8778,0.0002,0.0005,0.0015,0.1789,0.819,https://freebeacon.com,"['https://twitter.com/mdubowitz/status/1634178298619076609?s=20', 'https://twitter.com/editti22/status/1634739830985728006?s=46&t=o-U3qwC25WnWaylJ0oeG7Q']"
423,toprightnews.com,0.8796,0.0,0.0,0.0,0.4225,0.5775,https://toprightnews.com,['down']
424,www.truthrevolt.org,0.8805,0.0006,0.0,0.0318,0.4558,0.5118,https://www.truthrevolt.org,['down']
425,rightwingnews.com,0.8824,0.0,0.0,0.0,0.3955,0.6045,https://rightwingnews.com,['https://twitter.com/johnhawkinsrwn']
426,dcgazette.com,0.883,0.0,0.0,0.0001,0.6104,0.3896,https://dcgazette.com,[]
427,conservativetribune.com,0.8866,0.0,0.0,0.0001,0.1305,0.8693,https://conservativetribune.com,"['https://twitter.com/WestJournalism?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'https://twitter.com/westjournalism']"
428,joeforamerica.com,0.8878,0.0,0.0,0.0001,0.3923,0.6076,https://joeforamerica.com,['https://twitter.com/Slot Online Hoki Paling Gacor Jackpot Gampang Menang Maxwin']
429,reagancoalition.com,0.8878,0.0,0.0,0.0004,0.3484,0.6512,https://reagancoalition.com,['down']
430,www.theblaze.com,0.8887,0.0,0.0004,0.0043,0.3091,0.6862,https://www.theblaze.com,['https://twitter.com/theblaze']
431,patriotupdate.com,0.8892,0.0012,0.0,0.0005,0.2774,0.7209,https://patriotupdate.com,['down']
432,defund.com,0.8898,0.0,0.0001,0.0186,0.3135,0.6678,https://defund.com,['down']
433,www.headlinepolitics.com,0.8898,0.0,0.0,0.0001,0.1043,0.8955,https://www.headlinepolitics.com,[]
434,www.ijreview.com,0.8901,0.0,0.0,0.0002,0.2207,0.7792,https://www.ijreview.com,['down']
435,allenbwest.com,0.8918,0.0,0.0,0.0,0.4003,0.5997,https://allenbwest.com,[]
436,www.rightwingnews.com,0.8935,0.0,0.0,0.0,0.2111,0.7889,https://www.rightwingnews.com,['https://twitter.com/johnhawkinsrwn']
437,www.libertynews.com,0.8947,0.0,0.0,0.0059,0.2888,0.7053,https://www.libertynews.com,"['https://twitter.com/Breaking911/status/1623152516786446337', 'https://twitter.com/CarpeDonktum/status/1613700648218005506', 'https://twitter.com/USMortality/status/1612695298094272514', 'https://twitter.com/RepChipRoy/status/1610481521668034560', 'https://twitter.com/MeetThePress/status/1624843463685447680', 'https://twitter.com/CitizenFreePres/status/1633285325136199680', 'https://twitter.com/NickFondacaro/status/1613574953487536134', 'https://twitter.com/kylenabecker/status/1633109868734210049', 'https://twitter.com/Project_Veritas/status/1621274788734943233', 'https://twitter.com/D_Love/status/1611871179283009537', 'https://twitter.com/SKMorefield/status/1612995436209479680', 'https://twitter.com/AlexBerenson/status/1621273216760127490', 'https://twitter.com/CitizenFreePres/status/1610358670902329345', 'https://twitter.com/NFL/status/1624913939170729984', 'https://twitter.com/MBrassenstein/status/1612879038317531141', 'https://twitter.com/ColumbiaBugle/status/1633644922749218816', 'https://twitter.com/ElectionWiz/status/1627121954749546497', 'https://twitter.com/RNCResearch/status/1611610042020823040', 'https://twitter.com/RepBoebert/status/1610468861480140802', 'https://mobile.twitter.com/MartyMakary/status/1627504543557726211', 'https://twitter.com/Breaking911/status/1628097115380383755', 'https://twitter.com/FreeBeacon/status/1621321244380471296', 'https://twitter.com/Breaking911/status/1635103145893462016', 'https://twitter.com/SteveGuest/status/1625600406322573312', 'https://twitter.com/RealAmVoice/status/1610337903162576899', 'https://twitter.com/RNCResearch/status/1625675974028271618', 'https://twitter.com/TheChiefNerd/status/1625350340663992320', 'https://twitter.com/AmericaRpts/status/1612898358364090373', 'https://twitter.com/RNCResearch/status/1628194000267083776', 'https://twitter.com/remnantman1/status/1635276888146087937?s=20', 'https://twitter.com/stevennelson10/status/1611171942488227840', 'https://mobile.twitter.com/Rasmussen_Poll/status/1633207645246038019', 'https://twitter.com/disclosetv/status/1627623134152036353', 'https://twitter.com/nayibbukele/status/1629165213600849920', 'https://twitter.com/Breaking911/status/1625740902198136832', 'https://twitter.com/TrumpWarRoom/status/1620513629794893826', 'https://twitter.com/laurenboebert/status/1612236695801401346', 'https://twitter.com/TuckerCarlson/status/1626679279940522000', 'https://twitter.com/healthbyjames/status/1610403519034544133', 'https://twitter.com/FreeBeacon/status/1612851462526361605', 'https://twitter.com/FreeBeacon/status/1626696873271611427', 'https://twitter.com/RNCResearch/status/1623170137376362497', 'https://twitter.com/FreeBeacon/status/1612985144935161856', 'https://twitter.com/mattgaetz/status/1610420656620929028', 'https://twitter.com/zerohedge/status/1623172595506987009', 'https://twitter.com/justin_hart/status/1622252958271553536', 'https://twitter.com/Breaking911/status/1621281043419484160', 'https://twitter.com/atrupar/status/1627680273247703042', 'https://twitter.com/SKMorefield/status/1610447297220943872', 'https://twitter.com/Breaking911/status/1633293102050947073', 'https://twitter.com/VivekGRamaswamy/status/1634347589763059718', 'https://twitter.com/gc22gc/status/1611107388127604737', 'https://twitter.com/share', 'https://twitter.com/RepJamesComer/status/1634941697791516673', 'https://twitter.com/Breaking911/status/1623150883063169025', 'https://twitter.com/goddeketal/status/1622480961723338752', 'https://twitter.com/ChadPergram/status/1612986430602768386', 'https://twitter.com/RNCResearch/status/1624977624425459713', 'https://twitter.com/SKMorefield/status/1624839359676424197', 'https://twitter.com/ForAmerica/status/1622967080369946626', 'https://twitter.com/RealDanODowd/status/1624403626973179905', 'https://twitter.com/FoxNewsSunday/status/1624800728215863299', 'https://twitter.com/Breaking911/status/1623164945931071490', 'https://twitter.com/maggieNYT/status/1624832097629134851', 'https://twitter.com/disclosetv/status/1633197760462684164', 'https://twitter.com/JacquiHeinrich/status/1612183909957091330', 'https://twitter.com/RNCResearch/status/1629868447583858689', 'https://twitter.com/RepMattGaetz/status/1620803030282018819', 'https://twitter.com/RNCResearch/status/1612181960608354304', 'https://twitter.com/Project_Veritas/status/1620447276832559104', 'https://twitter.com/Breaking911/status/1629936018932527106', 'https://twitter.com/ShellenbergerMD/status/1610445136714149888', 'https://twitter.com/Breaking911/status/1612970030102360066', 'https://twitter.com/disclosetv/status/1632913475314892802', 'https://twitter.com/SteveDeaceShow/status/1612288501394833410', 'https://twitter.com/TrumpWarRoom/status/1623160380540198913', 'https://twitter.com/FreeBeacon/status/1612956877498843136', 'https://twitter.com/RNCResearch/status/1626315366698827781', 'https://twitter.com/RepMattGaetz/status/1610312220268965890', 'https://twitter.com/VigilantFox/status/1610138962793734146', 'https://mobile.twitter.com/AnthonyCabassa_/status/1612209520025165825', 'https://twitter.com/justin_hart/status/1628862855566221313', 'https://twitter.com/USMortality/status/1627571876011872256', 'https://twitter.com/FreeBeacon/status/1621265837247037442', 'https://twitter.com/TrumpWarRoom/status/1611625462488252416', 'https://twitter.com/Breaking911/status/1628174855433494528', 'https://twitter.com/RNCResearch/status/1621220410107781123', 'https://twitter.com/SenJohnKennedy/status/1613634292743303170', 'https://twitter.com/TrumpWarRoom/status/1620514290699747328', 'https://twitter.com/RNCResearch/status/1624817676026777600', 'https://twitter.com/SKMorefield/status/1622775129800417281', 'https://twitter.com/Breaking911/status/1625622331337977869', 'https://mobile.twitter.com/michaelmantzmd/status/1610045721163763714', 'https://twitter.com/RNCResearch/status/1616211682241413121', 'https://twitter.com/WallStreetSilv/status/1634818603022266369', 'https://twitter.com/ForAmerica/status/1613613578791026691', 'https://twitter.com/Apoctoz/status/1621895579788877831', 'https://twitter.com/Breaking911/status/1633167139778510848', 'https://twitter.com/catturd2/status/1610981953775325185', 'https://twitter.com/SKMorefield/status/1621727433673015298', 'https://twitter.com/debostic/status/1628257874811002880', 'https://twitter.com/disclosetv/status/1613568049457803264', 'https://twitter.com/disclosetv/status/1613602655590547456', 'https://twitter.com/Breaking911/status/1621263336234172416', 'https://twitter.com/Breaking911/status/1623171067698184199', 'https://twitter.com/disclosetv/status/1628746820884082690', 'https://twitter.com/Breaking911/status/1633200145255866368', 'https://twitter.com/DailyCaller/status/1623151807982706688', 'https://twitter.com/Jason/status/1629742501291778048', 'https://twitter.com/i/events/1623025570127785984', 'https://twitter.com/themattbirch/status/1624952722741989378', 'https://twitter.com/RNCResearch/status/1621534490488193024', 'https://twitter.com/justin_hart/status/1629944721677352960', 'https://twitter.com/ShellenbergerMD/status/1604871630613753856', 'https://twitter.com/disclosetv/status/1613840620551806976', 'https://twitter.com/Breaking911/status/1633300371429904384', 'https://twitter.com/RepThomasMassie/status/1621310091327688706', 'https://twitter.com/Breaking911/status/1547695345731133440', 'https://twitter.com/NikkiHaley/status/1625461899218280448', 'https://twitter.com/RNCResearch/status/1613579635941597184', 'https://twitter.com/juliegraceb/status/1611167212869660672?s=20', 'https://twitter.com/Breaking911/status/1610468885643272192', 'https://twitter.com/TuckerCarlson/status/1632953663822913536', 'https://twitter.com/CollinRugg/status/1623140421366059008', 'https://mobile.twitter.com/Rasmussen_Poll/status/1621282859779596289', 'https://twitter.com/rycunni/status/1612474690978684934', 'https://twitter.com/bennyjohnson/status/1611064484415811585', 'https://twitter.com/nbcsnl/status/1629708620752453634', 'https://twitter.com/RNCResearch/status/1620604215503486977', 'https://twitter.com/mtaibbi/status/1627098945359867904', 'https://twitter.com/RepWesleyHunt/status/1620885287189762050', 'https://twitter.com/Breaking911/status/1610361964580188165', 'https://twitter.com/CitizenFreePres/status/1633602300089384966', 'https://twitter.com/justin_hart/status/1629984596166328320', 'https://twitter.com/RNCResearch/status/1622265630203191296', 'https://twitter.com/SKMorefield/status/1621623602582888458', 'https://twitter.com/TrumpWarRoom/status/1620513948113207298', 'https://twitter.com/Breaking911/status/1628148028723847169', 'https://twitter.com/TrumpWarRoom/status/1620489059608023042', 'https://twitter.com/TuckerCarlson/status/1620540545998151681', 'https://twitter.com/justin_hart/status/1630036178027302920', 'https://twitter.com/US_FDA/status/1629228092232241154', 'https://twitter.com/TPPatriots/status/1625583447543623684', 'https://twitter.com/USMortality/status/1612864296224186369']"
438,news.investors.com,0.8955,0.0,0.0015,0.0097,0.2219,0.7668,https://news.investors.com,[]
439,conservativepost.com,0.8962,0.0,0.0,0.0001,0.1449,0.855,https://conservativepost.com,['https://twitter.com/ConservPost']
440,newsninja2012.com,0.8971,0.0,0.0006,0.0396,0.5611,0.3988,https://newsninja2012.com,[]
441,cnsnews.com,0.8979,0.0,0.0,0.0007,0.1352,0.864,https://cnsnews.com,['https://twitter.com/cnsnews']
442,www.westernjournalism.com,0.8991,0.0,0.0,0.0001,0.219,0.7808,https://www.westernjournalism.com,"['https://twitter.com/WestJournalism?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'https://twitter.com/westjournalism']"
443,www.cnsnews.com,0.8994,0.0002,0.0002,0.0018,0.1068,0.891,https://www.cnsnews.com,['https://twitter.com/cnsnews']
444,www.thepoliticalinsider.com,0.8998,0.0,0.0,0.0001,0.0989,0.901,https://www.thepoliticalinsider.com,['https://twitter.com/TPInsidr']
445,www.nationalreview.com,0.9009,0.0005,0.0033,0.0033,0.1678,0.825,https://www.nationalreview.com,[]
446,nation.foxnews.com,0.9012,0.0004,0.0,0.0103,0.3154,0.6739,https://nation.foxnews.com,[]
447,www.wnd.com,0.9013,0.0,0.0,0.0003,0.264,0.7357,https://www.wnd.com,['https://twitter.com/Home - WND']
448,eaglerising.com,0.9018,0.0,0.0,0.0001,0.1366,0.8633,https://eaglerising.com,['down']
449,www.theminorityreportblog.com,0.9026,0.0,0.0004,0.0001,0.1707,0.8288,https://www.theminorityreportblog.com,['https://twitter.com/']
450,freedomoutpost.com,0.9042,0.0001,0.0,0.0019,0.2134,0.7846,https://freedomoutpost.com,['https://twitter.com/InvestorTimesEN']
451,www.capitalisminstitute.org,0.9044,0.0,0.0,0.0,0.0234,0.9766,https://www.capitalisminstitute.org,"['https://twitter.com/WestJournalism?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'https://twitter.com/westjournalism']"
452,conservativebyte.com,0.9063,0.0,0.0,0.0012,0.1732,0.8256,https://conservativebyte.com,['down']
453,www.weeklystandard.com,0.9074,0.0004,0.0,0.0231,0.0985,0.8781,https://www.weeklystandard.com,['down']
454,nationalprolifealliance.com,0.9108,0.0,0.0,0.0,0.0902,0.9098,https://nationalprolifealliance.com,[]
455,www.americanthinker.com,0.9112,0.0003,0.0,0.0021,0.2326,0.765,https://www.americanthinker.com,['https://twitter.com/americanthinker']
456,pjmedia.com,0.9125,0.0,0.0003,0.0018,0.1627,0.8353,https://pjmedia.com,['https://twitter.com/PJMedia_com']
457,downtrend.com,0.9136,0.0,0.0,0.0001,0.6681,0.3318,https://downtrend.com,['down']
458,www.breitbart.com,0.9136,0.0001,0.0003,0.0052,0.2169,0.7775,https://www.breitbart.com,"['https://twitter.com/BreitbartNews', 'https://twitter.com/intent/follow?region=follow_link&screen_name=BreitbartNews&tw_p=followbutton']"
459,www.bizpacreview.com,0.9142,0.0,0.0,0.0001,0.1646,0.8352,https://www.bizpacreview.com,['https://twitter.com/BIZPACReview']
460,www.redflagnews.com,0.9163,0.0001,0.0002,0.0058,0.3044,0.6896,https://www.redflagnews.com,['down']
461,newsbusters.org,0.9168,0.0001,0.0,0.0003,0.0306,0.969,https://newsbusters.org,"['https://www.twitter.com/newsbusters', 'https://twitter.com/NewsBusterPicks?ref_src=twsrc%5Etfw']"
462,viral.buzz,0.9176,0.0,0.0,0.0,0.0436,0.9564,https://viral.buzz,['down']
463,dailysurge.com,0.9195,0.0,0.0,0.0032,0.3281,0.6688,https://dailysurge.com,"['https://twitter.com/DailySurge', 'https://twitter.com/jasonmattera']"
464,clashdaily.com,0.9218,0.0,0.0,0.0022,0.2291,0.7687,https://clashdaily.com,['https://twitter.com/Doug_Giles']
465,liveactionnews.org,0.9228,0.0,0.0,0.0,0.5694,0.4306,https://liveactionnews.org,[]
466,hotair.com,0.9247,0.0,0.0,0.0031,0.1276,0.8694,https://hotair.com,['https://twitter.com/hotairblog']
467,www.nrcc.org,0.9257,0.0,0.0,0.0,0.0104,0.9896,https://www.nrcc.org,"['https://twitter.com/BillFOXLA/status/1635019515158478849', 'https://www.twitter.com/nrcc', 'https://twitter.com/Gabe_NM', 'https://twitter.com/NRCC', 'https://twitter.com/colinschmitt']"
468,townhall.com,0.9263,0.0002,0.0004,0.0009,0.1307,0.8678,https://townhall.com,['https://twitter.com/townhallcom']
469,aclj.org,0.9268,0.0,0.0,0.0001,0.0645,0.9354,https://aclj.org,['https://twitter.com/ACLJ']
470,www.gop.com,0.9268,0.0,0.0,0.0006,0.0224,0.977,https://www.gop.com,[]
471,therightscoop.com,0.9275,0.0,0.0007,0.0011,0.2792,0.719,https://therightscoop.com,[]
472,www.frontpagemag.com,0.9284,0.0005,0.0,0.0031,0.3435,0.6529,https://www.frontpagemag.com,[]
473,sonsoflibertymedia.com,0.9286,0.0,0.0,0.0002,0.1663,0.8336,https://sonsoflibertymedia.com,['https://twitter.com/BradleeDean1']
474,humanevents.com,0.9303,0.0,0.0,0.0005,0.2326,0.767,https://humanevents.com,['https://twitter.com/humanevents']
475,www.conservativeinfidel.com,0.9306,0.0,0.0002,0.0002,0.1713,0.8283,https://www.conservativeinfidel.com,['down']
476,dailysignal.com,0.9319,0.0,0.0,0.0006,0.0347,0.9647,https://dailysignal.com,['http://twitter.com/DailySignal']
477,www.tpnn.com,0.9323,0.0,0.0,0.0,0.0198,0.9801,https://www.tpnn.com,['down']
478,www.caintv.com,0.934,0.0,0.0,0.0,0.0237,0.9762,https://www.caintv.com,[]
479,www.lifesitenews.com,0.9366,0.0,0.0003,0.0002,0.1266,0.8728,https://www.lifesitenews.com,"['https://twitter.com/JhWesten', 'https://twitter.com/Catholic_Hack/status/1623290407172939777?s=20&t=ERNmO6oTLSYQd5Aaap6kJg']"
480,www.dineshdsouza.com,0.937,0.0,0.0,0.0,0.0132,0.9868,https://www.dineshdsouza.com,['https://twitter.com/DineshDSouza']
481,twitchy.com,0.9375,0.0,0.0029,0.001,0.1177,0.8784,https://twitchy.com,['https://twitter.com/twitchyteam']
482,barracudabrigade.net,0.9381,0.0,0.0,0.0021,0.2317,0.7662,https://barracudabrigade.net,['down']
483,gopthedailydose.com,0.9386,0.0001,0.0,0.0002,0.1501,0.8496,https://gopthedailydose.com,['down']
484,www.thegatewaypundit.com,0.9389,0.0,0.0031,0.0074,0.297,0.6925,https://www.thegatewaypundit.com,['https://twitter.com/gatewaypundit']
485,video.lauraingraham.com,0.9419,0.0,0.0,0.0,0.0673,0.9327,https://video.lauraingraham.com,['down']
486,allenwestrepublic.com,0.9423,0.0,0.0,0.0,0.0255,0.9745,https://allenwestrepublic.com,['https://twitter.com/GreatAmRepublic?ref_src=twsrc%5Etfw']
487,www.teaparty.org,0.9423,0.0001,0.0001,0.0011,0.188,0.8108,https://www.teaparty.org,[]
488,www.hannity.com,0.9444,0.0,0.0,0.0007,0.0113,0.988,https://www.hannity.com,['https://twitter.com/SeanHannity']
489,ulstermanbooks.com,0.9456,0.0,0.0,0.0,0.0658,0.9342,https://ulstermanbooks.com,['down']
490,www.conservativerefocus.com,0.9457,0.0,0.0,0.0035,0.5746,0.4219,https://www.conservativerefocus.com,[]
491,www.youngcons.com,0.9588,0.0,0.0,0.0,0.2578,0.7422,https://www.youngcons.com,[]
492,www.redstate.com,0.9624,0.0002,0.0,0.0007,0.0685,0.9306,https://www.redstate.com,[]
493,www.lifenews.com,0.9664,0.0,0.0,0.0096,0.0989,0.8915,https://www.lifenews.com,['https://twitter.com/LifeNewsHQ']
494,www.glennbeck.com,0.969,0.0,0.0,0.0,0.008,0.992,https://www.glennbeck.com,['https://twitter.com/glennbeck']
495,www.nationalrighttolifenews.org,0.9739,0.0,0.0,0.0,0.0158,0.9842,https://www.nationalrighttolifenews.org,['https://twitter.com/nrlc']
496,buzzpo.com,0.976,0.0,0.0003,0.0,0.0217,0.9779,https://buzzpo.com,['down']
497,youngcons.com,0.9782,0.0,0.0,0.0,0.0872,0.9128,https://youngcons.com,[]
498,www.rushlimbaugh.com,1.0077,0.0,0.0,0.0,0.0021,0.9979,https://www.rushlimbaugh.com,['https://twitter.com/Rush Home - The Rush Limbaugh Show']
